"EntrezID","Symbol","Synonyms","length"
105371936,"LOC105371936",NA,NA
105371937,"LOC105371937",NA,NA
105371938,"LOC105371938",NA,NA
105371939,"LOC105371939",NA,NA
105371940,"LOC105371940",NA,NA
105371941,"LOC105371941",NA,NA
105371942,"LOC105371942",NA,NA
105371943,"LOC105371943",NA,NA
105371944,"LOC105371944",NA,NA
105371945,"LOC105371945",NA,NA
105371946,"LOC105371946",NA,NA
105371947,"LOC105371947",NA,NA
105371948,"LOC105371948",NA,NA
105371949,"LOC105371949",NA,NA
105371950,"LOC105371950",NA,NA
105371951,"LOC105371951",NA,NA
105371952,"LOC105371952",NA,NA
105371953,"LOC105371953",NA,NA
105371954,"LINC00470",NA,NA
105371955,"LOC105371955",NA,NA
105371956,"LOC105371956",NA,NA
105371957,"LOC105371957",NA,NA
105371958,"LOC105371958",NA,NA
105371959,"LOC105371959",NA,NA
105371960,"LOC105371960",NA,NA
105371961,"LOC105371961",NA,NA
105371962,"LOC105371962",NA,NA
105371963,"LOC105371963",NA,NA
105371964,"LOC105371964",NA,NA
105371965,"LOC105371965",NA,NA
105371966,"LOC105371966",NA,NA
105371967,"LOC105371967",NA,NA
105371968,"LOC105371968",NA,NA
105371969,"LOC105371969",NA,NA
105371970,"LOC105371970",NA,NA
105371971,"LOC105371971",NA,NA
105371972,"LOC105371972",NA,NA
105371973,"LOC105371973",NA,NA
105371974,"LOC105371974",NA,NA
105371975,"LOC105371975",NA,NA
105371976,"LOC105371976",NA,NA
105371977,"LOC105371977",NA,NA
105371978,"LOC105371978",NA,NA
105371979,"LOC105371979",NA,NA
105371980,"LOC105371980",NA,NA
105371981,"LOC105371981",NA,NA
105371982,"LOC105371982",NA,NA
105371983,"LOC105371983",NA,NA
105371984,"LOC105371984",NA,NA
105371985,"LOC105371985",NA,NA
105371986,"LOC105371986",NA,NA
105371987,"LOC105371987",NA,NA
105371988,"LOC105371988",NA,NA
105371989,"LOC105371989",NA,NA
105371990,"LOC105371990",NA,NA
105371991,"LOC105371991",NA,NA
105371992,"LOC105371992",NA,NA
105371993,"LOC105371993",NA,NA
105371994,"LOC105371994",NA,NA
105371995,"LOC105371995",NA,NA
105371996,"LOC105371996",NA,NA
105371997,"LOC105371997",NA,NA
105371998,"LOC105371998",NA,NA
105371999,"LOC105371999",NA,NA
105372000,"LOC105372000",NA,NA
105372001,"LOC105372001",NA,NA
105372002,"LOC105372002",NA,NA
105372003,"LOC105372003",NA,NA
105372004,"LOC105372004",NA,NA
105372005,"LOC105372005",NA,NA
105372006,"LOC105372006",NA,NA
105372007,"LOC105372007",NA,NA
105372008,"LOC105372008",NA,NA
105372009,"LOC105372009",NA,NA
105372010,"LOC105372010",NA,NA
105372011,"LOC105372011",NA,NA
105372012,"LOC105372012",NA,NA
105372013,"LOC105372013",NA,NA
105372014,"LOC105372014",NA,NA
105372015,"LOC105372015",NA,NA
105372016,"LOC105372016",NA,NA
105372017,"LOC105372017",NA,NA
105372018,"LOC105372018",NA,NA
105372019,"LOC105372019",NA,NA
105372020,"LOC105372020",NA,NA
105372021,"LOC105372021",NA,NA
105372022,"LOC105372022",NA,NA
105372023,"LOC105372023",NA,NA
105372024,"LOC105372024",NA,NA
105372025,"LOC105372025",NA,NA
105372026,"LOC105372026",NA,NA
105372027,"LOC105372027",NA,NA
105372028,"LOC105372028",NA,NA
105372029,"LOC105372029",NA,NA
105372030,"LOC105372030",NA,NA
105372031,"LOC105372031",NA,NA
105372032,"LOC105372032",NA,NA
105372033,"LOC105372033",NA,NA
105372034,"LOC105372034",NA,NA
105372035,"LOC105372035",NA,NA
105372036,"LOC105372036",NA,NA
105372037,"LOC105372037",NA,NA
105372038,"LOC105372038",NA,NA
105372039,"LOC105372039",NA,NA
105372040,"LOC105372040",NA,NA
105372041,"LOC105372041",NA,NA
105372042,"LOC105372042",NA,NA
105372043,"LOC105372043",NA,NA
105372044,"LOC105372044",NA,NA
105372045,"LOC105372045",NA,NA
105372046,"LOC105372046",NA,NA
105372047,"LOC105372047",NA,NA
105372048,"LOC105372048",NA,NA
105372049,"LOC105372049",NA,NA
105372050,"LOC105372050",NA,NA
105372051,"LOC105372051",NA,NA
105372052,"LOC105372052",NA,NA
105372053,"LOC105372053",NA,NA
105372054,"LOC105372054",NA,NA
105372055,"LOC105372055",NA,NA
105372056,"LOC105372056",NA,NA
105372057,"LOC105372057",NA,NA
105372058,"LOC105372058",NA,NA
105372059,"LOC105372059",NA,NA
105372060,"LOC105372060",NA,NA
105372061,"LOC105372061",NA,NA
105372062,"LOC105372062",NA,NA
105372063,"LOC105372063",NA,NA
105372064,"LOC105372064",NA,NA
105372065,"LOC105372065",NA,NA
105372066,"LOC105372066",NA,NA
105372067,"LOC105372067",NA,NA
105372068,"LOC105372068",NA,NA
105372069,"LOC105372069",NA,NA
105372070,"LOC105372070",NA,NA
105372071,"LOC105372071",NA,NA
105372072,"LOC105372072",NA,NA
105372073,"LOC105372073",NA,NA
105372074,"LOC105372074",NA,NA
105372075,"LOC105372075",NA,NA
105372076,"LOC105372076",NA,NA
105372077,"LOC105372077",NA,NA
105372078,"LOC105372078",NA,NA
105372079,"LOC105372079",NA,NA
105372080,"LOC105372080",NA,NA
105372081,"LOC105372081",NA,NA
105372082,"LOC105372082",NA,NA
105372083,"LOC105372083",NA,NA
105372084,"LOC105372084",NA,NA
105372085,"LOC105372085",NA,NA
105372086,"LOC105372086",NA,NA
105372087,"LOC105372087",NA,NA
105372088,"LOC105372088",NA,NA
105372089,"LOC105372089",NA,NA
105372090,"LOC105372090",NA,NA
105372091,"LOC105372091",NA,NA
105372092,"LOC105372092",NA,NA
105372093,"LOC105372093",NA,NA
105372094,"LOC105372094",NA,NA
105372095,"LOC105372095",NA,NA
105372096,"LOC105372096",NA,NA
105372097,"LOC105372097",NA,NA
105372098,"LOC105372098",NA,NA
105372099,"LOC105372099",NA,NA
105372100,"LOC105372100",NA,NA
105372101,"LOC105372101",NA,NA
105372102,"LOC105372102",NA,NA
105372103,"LOC105372103",NA,NA
105372104,"LOC105372104",NA,NA
105372105,"LOC105372105",NA,NA
105372106,"LOC105372106",NA,NA
105372107,"LOC105372107",NA,NA
105372108,"LOC105372108",NA,NA
105372109,"LOC105372109",NA,NA
105372110,"LOC105372110",NA,NA
105372111,"LOC105372111",NA,NA
105372112,"LOC105372112",NA,NA
105372113,"LOC105372113",NA,NA
105372114,"LOC105372114",NA,NA
105372115,"LOC105372115",NA,NA
105372116,"LOC105372116",NA,NA
105372117,"LOC105372117",NA,NA
105372118,"LOC105372118",NA,NA
105372119,"LOC105372119",NA,NA
105372120,"LOC105372120",NA,NA
105372121,"LOC105372121",NA,NA
105372122,"LOC105372122",NA,NA
105372123,"LOC105372123",NA,NA
105372124,"LOC105372124",NA,NA
105372125,"LOC105372125",NA,NA
105372126,"LOC105372126",NA,NA
105372127,"LOC105372127",NA,NA
105372128,"LOC105372128",NA,NA
105372129,"LOC105372129",NA,NA
105372130,"LOC105372130",NA,NA
105372131,"LOC105372131",NA,NA
105372132,"LOC105372132",NA,NA
105372133,"LOC105372133",NA,NA
105372134,"LOC105372134",NA,NA
105372135,"LOC105372135",NA,NA
105372136,"LOC105372136",NA,NA
105372137,"LOC105372137",NA,NA
105372138,"LOC105372138",NA,NA
105372139,"LOC105372139",NA,NA
105372140,"LOC105372140",NA,NA
105372141,"LOC105372141",NA,NA
105372142,"LOC105372142",NA,NA
105372143,"LOC105372143",NA,NA
105372144,"LOC105372144",NA,NA
105372145,"LOC105372145",NA,NA
105372146,"LOC105372146",NA,NA
105372147,"LOC105372147",NA,NA
105372148,"LOC105372148",NA,NA
105372149,"LOC105372149",NA,NA
105372150,"LOC105372150",NA,NA
105372151,"LOC105372151",NA,NA
105372152,"LOC105372152",NA,NA
105372153,"LOC105372153",NA,NA
105372154,"LOC105372154",NA,NA
105372155,"LOC105372155",NA,NA
105372156,"LOC105372156",NA,NA
105372157,"LOC105372157",NA,NA
105372158,"LOC105372158",NA,NA
105372159,"LOC105372159",NA,NA
105372160,"LOC105372160",NA,NA
105372161,"LOC105372161",NA,NA
105372162,"LOC105372162",NA,NA
105372163,"LOC105372163",NA,NA
105372164,"LOC105372164",NA,NA
105372165,"LOC105372165",NA,NA
105372166,"LOC105372166",NA,NA
105372167,"LOC105372167",NA,NA
105372168,"LOC105372168",NA,NA
105372169,"LOC105372169",NA,NA
105372170,"LOC105372170",NA,NA
105372171,"LOC105372171",NA,NA
105372172,"LOC105372172",NA,NA
105372173,"LOC105372173",NA,NA
105372174,"LOC105372174",NA,NA
105372175,"LOC105372175",NA,NA
105372176,"LOC105372176",NA,NA
105372177,"LOC105372177",NA,NA
105372178,"LOC105372178",NA,NA
105372179,"LOC105372179",NA,NA
105372180,"LOC105372180",NA,NA
105372181,"LOC105372181",NA,NA
105372182,"LOC105372182",NA,NA
105372183,"LOC105372183",NA,NA
105372184,"LOC105372184",NA,NA
105372185,"LOC105372185",NA,NA
105372186,"LOC105372186",NA,NA
105372187,"LOC105372187",NA,NA
105372188,"LOC105372188",NA,NA
105372189,"LOC105372189",NA,NA
105372190,"LOC105372190",NA,NA
105372191,"LOC105372191",NA,NA
105372192,"LOC105372192",NA,NA
105372193,"LOC105372193",NA,NA
105372194,"LOC105372194",NA,NA
105372195,"LOC105372195",NA,NA
105372196,"LOC105372196",NA,NA
105372197,"LOC105372197",NA,NA
105372198,"LOC105372198",NA,NA
105372199,"LOC105372199",NA,NA
105372200,"LOC105372200",NA,NA
105372201,"LOC105372201",NA,NA
105372202,"LOC105372202",NA,NA
105372203,"LOC105372203",NA,NA
105372204,"LOC105372204",NA,NA
105372205,"LOC105372205",NA,NA
105372206,"LOC105372206",NA,NA
105372207,"LOC105372207",NA,NA
105372208,"LOC105372208",NA,NA
105372209,"LOC105372209",NA,NA
105372210,"LOC105372210",NA,NA
105372211,"LOC105372211",NA,NA
105372212,"LOC105372212",NA,NA
105372213,"LOC105372213",NA,NA
105372214,"LOC105372214",NA,NA
105372215,"LOC105372215",NA,NA
105372216,"LOC105372216",NA,NA
105372217,"LOC105372217",NA,NA
105372218,"LOC105372218",NA,NA
105372219,"LOC105372219",NA,NA
105372220,"LOC105372220",NA,NA
105372221,"LOC105372221",NA,NA
105372222,"LOC105372222",NA,NA
105372223,"LOC105372223",NA,NA
105372224,"LOC105372224",NA,NA
105372225,"LOC105372225",NA,NA
105372226,"LOC105372226",NA,NA
105372227,"LOC105372227",NA,NA
105372228,"LOC105372228",NA,NA
105372229,"LOC105372229",NA,NA
105372230,"LOC105372230",NA,NA
105372231,"LOC105372231",NA,NA
105372232,"LOC105372232",NA,NA
105372233,"LOC105372233",NA,NA
105372234,"LOC105372234",NA,NA
105372235,"LOC105372235",NA,NA
105372236,"LOC105372236",NA,NA
105372237,"LOC105372237",NA,NA
105372238,"LOC105372238",NA,NA
105372239,"LOC105372239",NA,NA
105372240,"LOC105372240",NA,NA
105372241,"LOC105372241",NA,NA
105372242,"LOC105372242",NA,NA
105372243,"LOC105372243",NA,NA
105372244,"LOC105372244",NA,NA
105372245,"LOC105372245",NA,NA
105372246,"LOC105372246",NA,NA
105372247,"LOC105372247",NA,NA
105372248,"LOC105372248",NA,NA
105372249,"LOC105372249",NA,NA
105372250,"LOC105372250",NA,NA
105372251,"LOC105372251",NA,NA
105372252,"LOC105372252",NA,NA
105372253,"LOC105372253",NA,NA
105372254,"LOC105372254",NA,NA
105372255,"LOC105372255",NA,NA
105372256,"LOC105372256",NA,NA
105372257,"LOC105372257",NA,NA
105372258,"LOC105372258",NA,NA
105372259,"LOC105372259",NA,NA
105372260,"LOC105372260",NA,NA
105372261,"LOC105372261",NA,NA
105372262,"LOC105372262",NA,NA
105372263,"LOC105372263",NA,NA
105372264,"LOC105372264",NA,NA
105372265,"LOC105372265",NA,NA
105372266,"LOC105372266",NA,NA
105372267,"LOC105372267",NA,NA
105372268,"LOC105372268",NA,NA
105372269,"LOC105372269",NA,NA
105372270,"LOC105372270",NA,NA
105372271,"LOC105372271",NA,NA
105372272,"LOC105372272",NA,NA
105372273,"LOC105372273",NA,NA
105372274,"HSPC102",NA,NA
105372275,"LOC105372275",NA,NA
105372276,"LOC105372276",NA,NA
105372277,"LOC105372277",NA,NA
105372278,"LOC105372278",NA,NA
105372279,"LOC105372279",NA,NA
105372280,"LOC105372280",NA,NA
105372281,"LOC105372281",NA,NA
105372282,"LOC105372282",NA,NA
105372283,"LOC105372283",NA,NA
105372284,"LOC105372284",NA,NA
105372285,"LOC105372285",NA,NA
105372286,"LOC105372286",NA,NA
105372287,"LOC105372287",NA,NA
105372288,"LOC105372288",NA,NA
105372289,"LOC105372289",NA,NA
105372290,"LOC105372290",NA,NA
105372291,"LOC105372291",NA,NA
105372292,"LOC105372292",NA,NA
105372293,"LOC105372293",NA,NA
105372294,"LOC105372294",NA,NA
105372295,"LOC105372295",NA,NA
105372296,"LOC105372296",NA,NA
105372297,"LOC105372297",NA,NA
105372298,"LOC105372298",NA,NA
105372299,"LOC105372299",NA,NA
105372300,"LOC105372300",NA,NA
105372301,"LOC105372301",NA,NA
105372302,"LOC105372302",NA,NA
105372303,"LOC105372303",NA,NA
105372304,"LOC105372304",NA,NA
105372305,"LOC105372305",NA,NA
105372306,"LOC105372306",NA,NA
105372307,"LOC105372307",NA,NA
105372308,"LOC105372308",NA,NA
105372309,"LOC105372309",NA,NA
105372310,"LOC105372310",NA,NA
105372311,"LOC105372311",NA,NA
105372312,"LOC105372312",NA,NA
105372313,"LOC105372313",NA,NA
105372314,"LOC105372314",NA,NA
105372315,"LOC105372315",NA,NA
105372316,"LOC105372316",NA,NA
105372317,"LOC105372317",NA,NA
105372318,"LOC105372318",NA,NA
105372319,"LOC105372319",NA,NA
105372320,"LOC105372320",NA,NA
105372321,"LOC105372321",NA,NA
105372322,"LOC105372322",NA,NA
105372323,"LOC105372323",NA,NA
105372324,"LOC105372324",NA,NA
105372325,"LOC105372325",NA,NA
105372326,"LOC105372326",NA,NA
105372327,"LOC105372327",NA,NA
105372328,"LOC105372328",NA,NA
105372329,"LOC105372329",NA,NA
105372330,"LOC105372330",NA,NA
105372331,"LOC105372331",NA,NA
105372332,"LOC105372332",NA,NA
105372333,"LOC105372333",NA,NA
105372334,"LOC105372334",NA,NA
105372335,"LOC105372335",NA,NA
105372336,"LOC105372336",NA,NA
105372337,"LOC105372337",NA,NA
105372338,"LOC105372338",NA,NA
105372339,"LOC105372339",NA,NA
105372340,"LOC105372340",NA,NA
105372341,"LOC105372341",NA,NA
105372342,"LOC105372342",NA,NA
105372343,"LOC105372343",NA,NA
105372344,"LOC105372344",NA,NA
105372345,"LOC105372345",NA,NA
105372346,"LOC105372346",NA,NA
105372347,"LOC105372347",NA,NA
105372348,"LOC105372348",NA,NA
105372349,"LOC105372349",NA,NA
105372350,"LOC105372350",NA,NA
105372351,"LOC105372351",NA,NA
105372352,"LOC105372352","CTB-32O4.2|CTB-32O4.3|CTB-32O4.4",NA
105372353,"LOC105372353",NA,NA
105372354,"LOC105372354",NA,NA
105372355,"LOC105372355",NA,NA
105372356,"LOC105372356",NA,NA
105372357,"LOC105372357",NA,NA
105372358,"LOC105372358",NA,NA
105372359,"LOC105372359",NA,NA
105372360,"LOC105372360",NA,NA
105372361,"LOC105372361",NA,NA
105372362,"LOC105372362",NA,NA
105372363,"LOC105372363",NA,NA
105372364,"LOC105372364",NA,NA
105372365,"LOC105372365",NA,NA
105372366,"LOC105372366",NA,NA
105372367,"LOC105372367",NA,NA
105372368,"LOC105372368",NA,NA
105372369,"LOC105372369",NA,NA
105372370,"LOC105372370",NA,NA
105372371,"LOC105372371",NA,NA
105372372,"LOC105372372",NA,NA
105372373,"LOC105372373",NA,NA
105372374,"LOC105372374",NA,NA
105372375,"LOC105372375",NA,NA
105372376,"LOC105372376",NA,NA
105372377,"LOC105372377",NA,NA
105372378,"LOC105372378",NA,NA
105372379,"LOC105372379",NA,NA
105372380,"LOC105372380",NA,NA
105372381,"LOC105372381",NA,NA
105372382,"FFAR2",NA,NA
105372383,"LOC105372383",NA,NA
105372384,"LOC105372384",NA,NA
105372385,"LOC105372385",NA,NA
105372386,"LOC105372386",NA,NA
105372387,"LOC105372387",NA,NA
105372388,"LOC105372388",NA,NA
105372389,"LOC105372389",NA,NA
105372390,"LOC105372390",NA,NA
105372391,"LOC105372391",NA,NA
105372392,"LOC105372392",NA,NA
105372393,"LOC105372393",NA,NA
105372394,"LOC105372394",NA,NA
105372395,"LOC105372395",NA,NA
105372396,"LOC105372396",NA,NA
105372397,"LOC105372397",NA,NA
105372398,"LOC105372398",NA,NA
105372399,"LOC105372399",NA,NA
105372400,"LOC105372400",NA,NA
105372401,"LOC105372401",NA,NA
105372402,"LOC105372402",NA,NA
105372403,"LOC105372403",NA,NA
105372404,"LOC105372404",NA,NA
105372405,"LOC105372405",NA,NA
105372406,"LOC105372406",NA,NA
105372407,"LOC105372407",NA,NA
105372408,"LOC105372408",NA,NA
105372409,"LOC105372409",NA,NA
105372410,"LOC105372410",NA,NA
105372411,"LOC105372411",NA,NA
105372412,"LOC105372412",NA,NA
105372413,"LOC105372413",NA,NA
105372414,"LOC105372414",NA,NA
105372415,"LOC105372415",NA,NA
105372416,"LOC105372416",NA,NA
105372417,"LOC105372417",NA,NA
105372418,"LOC105372418",NA,NA
105372419,"LOC105372419",NA,NA
105372420,"LOC105372420",NA,NA
105372421,"LOC105372421",NA,NA
105372422,"LOC105372422",NA,NA
105372423,"LOC105372423",NA,NA
105372424,"LOC105372424",NA,NA
105372425,"LOC105372425",NA,NA
105372426,"LOC105372426",NA,NA
105372427,"LOC105372427",NA,NA
105372428,"LOC105372428",NA,NA
105372429,"LOC105372429",NA,NA
105372430,"LOC105372430",NA,NA
105372431,"LOC105372431",NA,NA
105372432,"LOC105372432",NA,NA
105372433,"LOC105372433",NA,NA
105372434,"LOC105372434",NA,NA
105372435,"LOC105372435",NA,NA
105372436,"LOC105372436",NA,NA
105372437,"LOC105372437",NA,NA
105372438,"LOC105372438",NA,NA
105372439,"LOC105372439",NA,NA
105372440,"LOC105372440",NA,NA
105372441,"LOC105372441","KLK3e",466
105372442,"LOC105372442",NA,NA
105372443,"LOC105372443",NA,NA
105372444,"LOC105372444",NA,NA
105372445,"LOC105372445",NA,NA
105372446,"LOC105372446",NA,NA
105372447,"LOC105372447",NA,NA
105372448,"LOC105372448",NA,NA
105372449,"LOC105372449",NA,NA
105372450,"LOC105372450",NA,NA
105372451,"LOC105372451",NA,NA
105372452,"LOC105372452",NA,NA
105372453,"LOC105372453",NA,NA
105372454,"LOC105372454",NA,NA
105372455,"LOC105372455",NA,NA
105372456,"LOC105372456",NA,NA
105372457,"LOC105372457",NA,NA
105372458,"LOC105372458",NA,NA
105372459,"LOC105372459",NA,NA
105372460,"LOC105372460",NA,NA
105372461,"LOC105372461",NA,NA
105372462,"LOC105372462",NA,NA
105372463,"LOC105372463",NA,NA
105372464,"LOC105372464",NA,NA
105372465,"LOC105372465",NA,NA
105372466,"LOC105372466",NA,NA
105372467,"LOC105372467",NA,NA
105372468,"LOC105372468",NA,NA
105372469,"LOC105372469",NA,NA
105372470,"LOC105372470",NA,NA
105372471,"LOC105372471",NA,NA
105372472,"LOC105372472",NA,NA
105372473,"LOC105372473",NA,NA
105372474,"LOC105372474",NA,NA
105372475,"LOC105372475",NA,NA
105372476,"LOC105372476",NA,NA
105372477,"LOC105372477",NA,NA
105372478,"LOC105372478",NA,NA
105372479,"LOC105372479",NA,NA
105372480,"LOC105372480",NA,NA
105372481,"LOC105372481",NA,NA
105372482,"LOC105372482",NA,NA
105372483,"LOC105372483",NA,NA
105372484,"LOC105372484",NA,NA
105372485,"LOC105372485",NA,NA
105372486,"LOC105372486",NA,NA
105372487,"LOC105372487",NA,NA
105372488,"LOC105372488",NA,NA
105372489,"LOC105372489",NA,NA
105372490,"LOC105372490",NA,NA
105372491,"LOC105372491",NA,NA
105372492,"LOC105372492",NA,NA
105372493,"LOC105372493",NA,NA
105372494,"LOC105372494",NA,NA
105372495,"LOC105372495",NA,NA
105372496,"LOC105372496",NA,NA
105372497,"LOC105372497",NA,NA
105372498,"LOC105372498",NA,NA
105372499,"LOC105372499",NA,NA
105372500,"LOC105372500",NA,NA
105372501,"LOC105372501",NA,NA
105372502,"LOC105372502",NA,NA
105372503,"LOC105372503",NA,NA
105372504,"LOC105372504",NA,NA
105372505,"LOC105372505",NA,NA
105372506,"LOC105372506",NA,NA
105372507,"LOC105372507",NA,NA
105372508,"LOC105372508",NA,NA
105372509,"LOC105372509",NA,NA
105372510,"LOC105372510",NA,NA
105372511,"LOC105372511",NA,NA
105372512,"LOC105372512",NA,NA
105372513,"LOC105372513",NA,NA
105372514,"LOC105372514",NA,NA
105372515,"LOC105372515",NA,NA
105372516,"LOC105372516",NA,NA
105372517,"LOC105372517",NA,NA
105372518,"LOC105372518",NA,NA
105372519,"LOC105372519",NA,NA
105372520,"LOC105372520",NA,NA
105372521,"LOC105372521",NA,NA
105372522,"LOC105372522",NA,NA
105372523,"LOC105372523",NA,NA
105372524,"LOC105372524",NA,NA
105372525,"LOC105372525",NA,NA
105372526,"LOC105372526",NA,NA
105372527,"LOC105372527",NA,NA
105372528,"LOC105372528",NA,NA
105372529,"LOC105372529",NA,NA
105372530,"LOC105372530",NA,NA
105372531,"LOC105372531",NA,NA
105372532,"LOC105372532",NA,NA
105372533,"LOC105372533",NA,NA
105372534,"LOC105372534",NA,NA
105372535,"LOC105372535",NA,NA
105372536,"LOC105372536",NA,NA
105372537,"LOC105372537",NA,NA
105372538,"LOC105372538",NA,NA
105372539,"LOC105372539",NA,NA
105372540,"LOC105372540",NA,NA
105372541,"LOC105372541",NA,NA
105372542,"LOC105372542",NA,NA
105372543,"LOC105372543",NA,NA
105372544,"LOC105372544",NA,NA
105372545,"LOC105372545",NA,NA
105372546,"LOC105372546",NA,NA
105372547,"LOC105372547",NA,NA
105372548,"LOC105372548",NA,NA
105372549,"LOC105372549",NA,NA
105372550,"LOC105372550",NA,NA
105372551,"LOC105372551",NA,NA
105372552,"LOC105372552",NA,NA
105372553,"LOC105372553",NA,NA
105372554,"LOC105372554",NA,NA
105372555,"LOC105372555",NA,NA
105372556,"LOC105372556",NA,NA
105372557,"LOC105372557",NA,NA
105372558,"LOC105372558",NA,NA
105372559,"LOC105372559",NA,NA
105372560,"LOC105372560",NA,NA
105372561,"LOC105372561",NA,NA
105372562,"LOC105372562",NA,NA
105372563,"LOC105372563",NA,NA
105372564,"LOC105372564",NA,NA
105372565,"LOC105372565",NA,NA
105372566,"LOC105372566",NA,NA
105372567,"LOC105372567",NA,NA
105372568,"LOC105372568",NA,NA
105372569,"LOC105372569",NA,NA
105372570,"LOC105372570",NA,NA
105372571,"LOC105372571",NA,NA
105372572,"LOC105372572",NA,NA
105372573,"LOC105372573",NA,NA
105372574,"LOC105372574",NA,NA
105372575,"LOC105372575",NA,NA
105372576,"LOC105372576",NA,NA
105372577,"LOC105372577",NA,NA
105372578,"LOC105372578",NA,NA
105372579,"LOC105372579",NA,NA
105372580,"LOC105372580",NA,NA
105372581,"LOC105372581",NA,NA
105372582,"LOC105372582",NA,NA
105372583,"LOC105372583",NA,NA
105372584,"LOC105372584",NA,NA
105372585,"LOC105372585",NA,NA
105372586,"LOC105372586",NA,NA
105372587,"LOC105372587",NA,NA
105372588,"LOC105372588",NA,NA
105372589,"LOC105372589",NA,NA
105372590,"LOC105372590",NA,NA
105372591,"LOC105372591",NA,NA
105372592,"LOC105372592",NA,NA
105372593,"LOC105372593",NA,NA
105372594,"LOC105372594",NA,NA
105372595,"LOC105372595",NA,NA
105372596,"LOC105372596",NA,NA
105372597,"LOC105372597",NA,NA
105372598,"LOC105372598",NA,NA
105372599,"LOC105372599",NA,NA
105372600,"LOC105372600",NA,NA
105372601,"LOC105372601",NA,NA
105372602,"LOC105372602",NA,NA
105372603,"LOC105372603",NA,NA
105372604,"LOC105372604",NA,NA
105372605,"LOC105372605",NA,NA
105372606,"LOC105372606",NA,NA
105372607,"LOC105372607",NA,NA
105372608,"LOC105372608",NA,NA
105372609,"LOC105372609",NA,NA
105372610,"LOC105372610",NA,NA
105372611,"LOC105372611",NA,NA
105372612,"LOC105372612",NA,NA
105372613,"LOC105372613",NA,NA
105372614,"LOC105372614",NA,NA
105372615,"LOC105372615",NA,NA
105372616,"LOC105372616",NA,NA
105372617,"LOC105372617",NA,NA
105372618,"LOC105372618",NA,NA
105372619,"LOC105372619",NA,NA
105372620,"LOC105372620",NA,NA
105372621,"LOC105372621",NA,NA
105372622,"LOC105372622",NA,NA
105372623,"LOC105372623",NA,NA
105372624,"LOC105372624",NA,NA
105372625,"LOC105372625",NA,NA
105372626,"LOC105372626",NA,NA
105372627,"LOC105372627",NA,NA
105372628,"LOC105372628",NA,NA
105372629,"LOC105372629",NA,NA
105372630,"LOC105372630",NA,NA
105372631,"LOC105372631",NA,NA
105372632,"LOC105372632",NA,NA
105372633,"LOC105372633",NA,NA
105372634,"LOC105372634",NA,NA
105372635,"LOC105372635",NA,NA
105372636,"LOC105372636",NA,NA
105372637,"LOC105372637",NA,NA
105372638,"LOC105372638",NA,NA
105372639,"LOC105372639",NA,NA
105372640,"LOC105372640",NA,NA
105372641,"LOC105372641",NA,NA
105372642,"LOC105372642",NA,NA
105372643,"LOC105372643",NA,NA
105372644,"LOC105372644",NA,NA
105372645,"LOC105372645",NA,NA
105372646,"LOC105372646",NA,NA
105372647,"LOC105372647",NA,NA
105372648,"LOC105372648",NA,NA
105372649,"LOC105372649",NA,NA
105372650,"LOC105372650",NA,NA
105372651,"LOC105372651",NA,NA
105372652,"LOC105372652",NA,NA
105372653,"LOC105372653",NA,NA
105372654,"LOC105372654",NA,NA
105372655,"LOC105372655",NA,NA
105372656,"LOC105372656",NA,NA
105372657,"LOC105372657",NA,NA
105372658,"LOC105372658",NA,NA
105372659,"LOC105372659",NA,NA
105372660,"LOC105372660",NA,NA
105372661,"LOC105372661",NA,NA
105372662,"LOC105372662",NA,NA
105372663,"LOC105372663",NA,NA
105372664,"LOC105372664",NA,NA
105372665,"LOC105372665",NA,NA
105372666,"LOC105372666",NA,NA
105372667,"LOC105372667",NA,NA
105372668,"LOC105372668",NA,NA
105372669,"LOC105372669",NA,NA
105372670,"LOC105372670",NA,NA
105372671,"LOC105372671",NA,NA
105372672,"LOC105372672",NA,NA
105372673,"LOC105372673",NA,NA
105372674,"LOC105372674",NA,NA
105372675,"LOC105372675",NA,NA
105372676,"LOC105372676",NA,NA
105372677,"LOC105372677",NA,NA
105372678,"LOC105372678",NA,NA
105372679,"LOC105372679",NA,NA
105372680,"LOC105372680",NA,NA
105372681,"LOC105372681",NA,NA
105372682,"LOC105372682",NA,NA
105372683,"LOC105372683",NA,NA
105372684,"LOC105372684",NA,NA
105372685,"LOC105372685",NA,NA
105372686,"LOC105372686",NA,NA
105372687,"LOC105372687",NA,NA
105372688,"LOC105372688",NA,NA
105372689,"LOC105372689",NA,NA
105372690,"LOC105372690",NA,NA
105372691,"LOC105372691",NA,NA
105372692,"LOC105372692",NA,NA
105372693,"LOC105372693",NA,NA
105372694,"LOC105372694",NA,NA
105372695,"LOC105372695",NA,NA
105372696,"LOC105372696",NA,NA
105372697,"LOC105372697",NA,NA
105372698,"LOC105372698",NA,NA
105372699,"LOC105372699",NA,NA
105372700,"LOC105372700",NA,NA
105372701,"LOC105372701",NA,NA
105372702,"LOC105372702",NA,NA
105372703,"LOC105372703",NA,NA
105372704,"LOC105372704",NA,NA
105372705,"LOC105372705",NA,NA
105372706,"LOC105372706",NA,NA
105372707,"LOC105372707",NA,NA
105372708,"LOC105372708",NA,NA
105372709,"LOC105372709",NA,NA
105372710,"LOC105372710",NA,NA
